City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,nishinoomote,30.7333,131.0,22.31,94,75,6.69,JP,1683335985
292,quilmana,-12.95,-76.3833,21.66,84,67,1.74,PE,1683335985
293,takhatgarh,25.3333,73.0,28.41,46,7,2.42,IN,1683335986
294,taksimo,56.3444,114.8794,6.62,45,81,0.6,RU,1683335769
295,kondoa,-4.9,35.7833,15.15,95,51,2.05,TZ,1683335986
296,fernley,39.608,-119.2518,12.48,36,99,2.68,US,1683335759
297,northam,51.0333,-4.2167,11.88,94,100,4.42,GB,1683335987
298,goure,13.9835,10.2704,27.37,9,0,2.33,NE,1683335987
299,martapura,-3.4167,114.85,30.05,79,20,2.57,ID,1683335987
300,tolanaro,-25.0319,46.9987,20.52,94,39,3.27,MG,1683335749
301,haiku-pauwela,20.9219,-156.3051,25.01,76,40,11.83,US,1683335751
302,coahuayana de hidalgo,18.7,-103.6583,28.73,62,0,1.82,MX,1683335803
303,puerto baquerizo moreno,-0.9,-89.6,26.65,84,24,4.66,EC,1683335736
304,belomorsk,64.5232,34.7668,-7.48,96,85,2.0,RU,1683335988
305,mtambile,-5.3833,39.7,25.69,82,7,4.74,TZ,1683335989
306,acarau,-2.8856,-40.12,25.22,83,9,4.77,BR,1683335793
307,lerwick,60.1545,-1.1494,8.0,88,100,12.73,GB,1683335752
308,ternate,0.8,127.4,28.62,75,89,0.87,ID,1683335989
309,pasaje,-3.3333,-79.8167,25.79,91,98,0.89,EC,1683335990
310,bobrovytsya,50.75,31.3833,5.28,84,100,4.93,UA,1683335990
311,impfondo,1.6381,18.0667,22.06,94,88,1.33,CG,1683335990
312,contramaestre,20.2978,-76.2414,24.54,85,53,1.52,CU,1683335990
313,kupang,-10.1667,123.5833,31.32,70,20,4.63,ID,1683335991
314,ubari,26.5921,12.7805,19.96,24,54,2.73,LY,1683335991
315,tucumcari,35.1717,-103.725,26.91,7,0,11.83,US,1683335991
316,howrah,22.5892,88.3103,29.0,74,75,2.06,IN,1683335773
317,buala,-8.145,159.5921,29.88,67,100,1.17,SB,1683335742
318,zadar,44.1197,15.2422,10.34,100,0,0.51,HR,1683335992
319,shimoda,34.6667,138.95,25.06,73,60,9.48,JP,1683335992
320,portland,45.5234,-122.6762,14.85,77,100,2.68,US,1683335508
321,yuzhno-kurilsk,44.0306,145.8556,2.84,97,100,4.17,RU,1683335804
322,remire-montjoly,4.9167,-52.2667,27.02,83,75,2.06,GF,1683335727
323,boali,4.8005,18.1275,23.18,76,81,0.69,CF,1683335993
324,zhangye,38.9342,100.4517,12.56,23,9,9.0,CN,1683335994
325,ixtapa,20.7,-105.2,27.57,78,75,5.14,MX,1683335994
326,tell city,37.9514,-86.7678,21.17,62,75,3.09,US,1683335994
327,nova sintra,14.8667,-24.7167,20.77,79,3,12.15,CV,1683335761
328,moraleja,40.0162,-6.6977,15.36,73,23,0.87,ES,1683335995
329,ancud,-41.8697,-73.8203,10.74,94,13,1.27,CL,1683335736
330,katsuren-haebaru,26.3369,127.8719,27.21,78,75,6.69,JP,1683335757
331,tobelo,1.7284,128.0095,29.62,70,99,0.94,ID,1683335996
332,puerto maldonado,-12.6,-69.1833,22.99,99,84,0.52,PE,1683335755
333,borogontsy,62.6683,131.1683,3.62,86,49,2.68,RU,1683335996
334,dudhi,24.2167,83.25,27.73,34,0,1.45,IN,1683335996
335,kone,-21.0595,164.8658,26.33,72,85,3.95,NC,1683335709
336,xinyuan,37.3,99.0,-0.15,91,100,2.44,CN,1683335997
337,bonthe,7.5264,-12.505,23.0,91,100,3.73,SL,1683335808
338,plymouth,41.8334,-70.8328,11.9,75,0,1.54,US,1683335711
339,valparaiso,-33.0393,-71.6273,8.8,93,0,2.06,CL,1683335575
340,stettler,52.3168,-112.7186,18.86,22,0,8.23,CA,1683335998
341,rongelap,11.1635,166.8941,27.45,77,13,7.41,MH,1683335734
342,sucua,-2.4667,-78.1667,20.38,97,99,1.08,EC,1683335998
343,sandpoint,48.2766,-116.5533,12.47,96,100,3.13,US,1683335999
344,rawson,-43.3002,-65.1023,17.44,42,23,10.76,AR,1683335999
345,tura,25.5198,90.2201,24.09,80,0,2.26,IN,1683335805
346,arraial do cabo,-22.9661,-42.0278,23.69,81,0,3.74,BR,1683335730
347,curcani,44.2,26.5833,14.71,76,44,3.72,RO,1683336000
348,kandahar,31.0,65.75,17.16,39,0,3.17,AF,1683336000
349,kumylzhenskaya,49.8809,42.5898,9.99,95,89,5.14,RU,1683336001
350,boyolangu,-8.1181,111.8935,26.58,88,100,2.84,ID,1683336001
351,chikwawa,-16.0335,34.8009,16.51,81,0,0.67,MW,1683336002
352,camalu,30.85,-116.0667,15.98,61,9,6.84,MX,1683336002
353,anyang,36.0994,114.3289,14.59,76,100,6.42,CN,1683336003
354,xiulin,29.7167,112.4,18.91,85,100,6.74,CN,1683336003
355,viedma,-40.8135,-62.9967,12.75,72,0,4.61,AR,1683336003
356,galveston,29.3669,-94.9669,27.88,89,75,6.17,US,1683336004
357,kegen,43.0197,79.2203,-0.8,37,0,2.21,KZ,1683336004
358,arangaon,18.6667,75.1833,27.56,52,47,3.67,IN,1683336005
359,encarnacion,-27.3333,-55.9,20.29,94,100,1.54,PY,1683336005
360,muroran,42.3172,140.9881,8.88,96,100,2.28,JP,1683336005
361,baneasa,44.0461,26.0642,14.3,70,80,2.57,RO,1683336006
362,arteche,12.2645,125.4048,28.97,73,62,2.39,PH,1683335743
363,kloulklubed,7.0419,134.2556,29.28,68,100,3.65,PW,1683336006
364,abeche,13.8292,20.8324,28.75,11,46,2.82,TD,1683336007
365,cidreira,-30.1811,-50.2056,20.12,96,100,3.82,BR,1683335741
366,zaragoza,41.6561,-0.8773,19.25,55,0,2.68,ES,1683335565
367,tonekabon,36.8163,50.8738,12.97,68,0,1.18,IR,1683336007
368,blora,-6.9698,111.4186,26.53,84,95,1.58,ID,1683336008
369,ola,59.5833,151.2833,5.08,78,95,0.85,RU,1683335795
370,luganville,-15.5333,167.1667,28.78,72,45,3.09,VU,1683336008
371,weno,7.4515,151.8468,28.43,77,100,4.3,FM,1683335745
372,westport,41.1415,-73.3579,12.83,79,20,2.06,US,1683335707
373,payyannur,12.1,75.2,25.66,82,64,2.21,IN,1683336009
374,pyhajarvi,67.0701,27.2176,-6.76,100,97,1.43,FI,1683335755
375,alofi,-19.0595,-169.9187,25.94,83,100,5.66,NU,1683335798
376,lambunao,11.0556,122.4759,28.25,75,49,2.16,PH,1683336010
377,vila velha,-20.3297,-40.2925,23.3,94,40,1.03,BR,1683336010
378,peniche,39.3558,-9.3811,15.25,93,99,2.98,PT,1683336010
379,bata,1.8639,9.7658,25.15,91,100,2.98,GQ,1683336011
380,azadshahr,34.7909,48.5707,3.27,56,0,0.0,IR,1683336011
381,sao jose da coroa grande,-8.8978,-35.1478,25.37,82,3,3.46,BR,1683335767
382,sur,22.5667,59.5289,27.21,60,7,4.66,OM,1683336012
383,tralee,52.2704,-9.7026,9.9,95,99,1.89,IE,1683336012
384,thatta,24.7475,67.9235,25.71,73,0,4.85,PK,1683336012
385,port augusta,-32.5,137.7667,15.55,61,32,8.57,AU,1683335712
386,conde,-7.2597,-34.9075,25.7,94,20,2.06,BR,1683335989
387,tazovsky,67.4667,78.7,-4.45,96,91,4.73,RU,1683335730
388,laguna paiva,-31.3039,-60.6589,18.33,92,100,0.45,AR,1683336013
389,minot air force base,48.4209,-101.3391,16.1,45,75,6.69,US,1683336013
390,robit,12.0167,39.6333,20.19,70,52,1.16,ET,1683336014
391,turan,16.0678,108.2208,31.99,70,0,1.54,VN,1683336014
392,kibre mengist,5.8833,38.9833,13.49,98,85,0.43,ET,1683336014
393,qarqaraly,49.4058,75.4742,10.37,45,6,2.11,KZ,1683336014
394,vadso,70.0744,29.7487,1.49,86,75,5.14,NO,1683335707
395,takoradi,4.8845,-1.7554,27.28,80,13,3.35,GH,1683336015
396,catalhoyuk,37.6685,32.8269,10.12,52,0,5.25,TR,1683336015
397,qarauyl,48.9451,79.255,10.71,39,66,3.22,KZ,1683336015
398,yeed,4.55,43.0333,25.93,71,0,6.0,SO,1683336016
399,kutum,14.2,24.6667,24.78,11,94,2.31,SD,1683336016
400,fort mcmurray,56.7268,-111.381,21.25,34,7,5.1,CA,1683335707
401,la cruz,23.9167,-106.9,27.73,45,100,5.68,MX,1683336016
402,heunghae,36.1125,129.3522,13.03,94,100,8.97,KR,1683336017
403,gorontalo,0.5412,123.0595,28.73,83,100,0.65,ID,1683336017
404,nagato,34.3833,131.2,19.57,93,100,8.05,JP,1683336017
405,puttalam,8.0362,79.8283,27.35,82,100,5.46,LK,1683336018
406,riachao das neves,-11.7461,-44.91,25.69,49,99,1.28,BR,1683336018
407,necochea,-38.5473,-58.7368,12.33,66,0,3.59,AR,1683336019
408,semnan,35.5729,53.3971,13.97,33,0,0.98,IR,1683336020
409,la ronge,55.1001,-105.2842,15.14,31,20,5.14,CA,1683336020
410,idrinskoye,54.3708,92.1358,8.38,57,100,2.19,RU,1683336020
411,guilin,25.2819,110.2864,26.06,89,100,0.83,CN,1683336021
412,muisne,0.6,-80.0333,26.14,90,100,3.56,EC,1683336021
413,boca do acre,-8.7522,-67.3978,23.62,97,100,0.69,BR,1683336021
414,deming,32.2687,-107.7586,25.94,7,0,9.26,US,1683336021
415,tsiombe,-25.3,45.4833,19.77,83,72,1.02,MG,1683335752
416,vilyuchinsk,52.9306,158.4028,7.15,92,100,1.65,RU,1683335751
417,uacu cungo,-11.3634,15.1208,17.27,92,89,0.84,AO,1683335803
418,pangai,-19.8,-174.35,25.42,80,26,2.63,TO,1683335743
419,dwarka,22.2394,68.9678,26.75,78,12,3.43,IN,1683336023
420,papao,-17.75,-149.55,30.82,82,100,9.55,PF,1683336023
421,kirensk,57.7853,108.1119,3.77,97,100,5.14,RU,1683336023
422,noshiro,40.2039,140.0242,15.46,99,100,5.29,JP,1683336023
423,galvez,-32.0293,-61.221,16.06,98,100,4.96,AR,1683336024
424,kaoma,-14.7833,24.8,13.46,64,4,2.27,ZM,1683336024
425,lushun,38.8,121.2667,16.12,53,100,10.74,CN,1683335763
426,kemijarvi,66.7131,27.4306,-7.73,100,83,1.05,FI,1683335737
427,moree,-29.4667,149.85,20.0,25,0,1.85,AU,1683336025
428,port lavaca,28.615,-96.6261,27.39,86,0,5.66,US,1683336025
429,beau vallon,-20.4189,57.6953,26.13,83,75,3.09,MU,1683336025
430,humaita,-7.5061,-63.0208,24.32,97,100,1.09,BR,1683336026
431,manokwari,-0.8667,134.0833,26.18,88,100,4.53,ID,1683335810
432,wynyard,-41.0,145.7167,11.1,58,8,3.46,AU,1683335758
433,yarim,14.298,44.3779,14.88,71,98,1.21,YE,1683336026
434,dawei,14.0833,98.2,30.4,68,38,2.37,MM,1683336027
435,mount pearl,47.5166,-52.7813,0.47,94,100,12.35,CA,1683335706
436,ataq,14.5377,46.8319,24.6,64,99,2.76,YE,1683336027
437,benito juarez,19.385,-99.165,19.91,45,100,7.2,MX,1683336028
438,tazacorte,28.629,-17.9293,20.54,85,0,8.75,ES,1683335739
439,tucuma,-0.1833,-50.05,24.45,94,91,2.12,BR,1683335768
440,novaya ladoga,60.1025,32.3019,-0.01,74,98,2.57,RU,1683336028
441,black point,-34.6187,137.8972,13.9,52,60,7.32,AU,1683336029
442,yaya,56.206,86.44,10.91,66,81,4.48,RU,1683336029
443,aleg,17.0481,-13.9209,32.24,14,0,5.76,MR,1683336029
444,huetamo de nunez,18.5833,-100.8833,36.69,23,100,2.09,MX,1683336029
445,ishigaki,24.3448,124.1572,27.07,89,75,7.72,JP,1683336030
446,sao gabriel da cachoeira,-0.1303,-67.0892,25.82,80,96,0.88,BR,1683335774
447,kirundo,-2.5833,30.1667,15.07,97,28,0.78,BI,1683336030
448,kushiro,42.975,144.3747,6.53,93,75,4.12,JP,1683336030
449,tieli,46.95,128.05,14.74,22,4,3.78,CN,1683336031
450,tanout,14.9709,8.8879,30.04,10,3,3.32,NE,1683336031
451,richards bay,-28.783,32.0377,19.39,91,66,2.81,ZA,1683336032
452,chik ballapur,13.4342,77.7242,21.9,81,100,2.05,IN,1683336032
453,brookings,44.3114,-96.7984,20.1,64,0,5.14,US,1683336031
454,terbuny,52.1389,38.2789,5.13,83,93,4.54,RU,1683336032
455,xining,36.6167,101.7667,6.57,73,94,0.86,CN,1683336033
456,wewak,-3.5534,143.6268,29.15,74,99,2.34,PG,1683335798
457,huasahuasi,-11.3167,-75.6167,5.87,89,100,1.42,PE,1683336033
458,roma,43.2128,-75.4557,11.64,89,20,0.0,US,1683336033
459,fortaleza,-3.7227,-38.5247,27.07,83,0,3.09,BR,1683335763
460,gamba,-2.65,10.0,24.71,94,100,1.55,GA,1683336034
461,xai-xai,-25.0519,33.6442,18.72,91,5,2.74,MZ,1683336034
462,beipiao,41.7919,120.7792,16.51,20,100,8.46,CN,1683336034
463,codajas,-3.8367,-62.0569,23.7,97,53,0.88,BR,1683336035
464,kindu,-2.95,25.95,20.86,93,100,1.03,CD,1683336035
465,souillac,-20.5167,57.5167,26.21,83,75,3.09,MU,1683335772
466,sao joao da barra,-21.6403,-41.0511,23.5,84,18,2.1,BR,1683335916
467,minas de marcona,-15.2119,-75.1103,15.34,87,72,5.8,PE,1683335751
468,torrington,41.8007,-73.1212,11.99,90,99,1.02,US,1683336036
469,san agustin de valle fertil,-30.6335,-67.4682,13.22,73,1,1.85,AR,1683336037
470,magog,45.2668,-72.1491,12.12,87,50,0.51,CA,1683336002
471,axim,4.8699,-2.2405,27.35,81,9,3.52,GH,1683335781
472,sao vicente,-23.9631,-46.3919,26.1,26,100,1.36,BR,1683335847
473,daru,-9.0763,143.2092,27.33,84,99,5.93,PG,1683336037
474,puerto colombia,10.9878,-74.9547,28.05,88,98,11.27,CO,1683336038
475,hoeyang,38.7103,127.5983,6.91,92,100,9.08,KP,1683336038
476,ecoporanga,-18.3733,-40.8306,20.56,95,98,1.79,BR,1683336038
477,cooper's town,26.8667,-77.5167,24.59,75,97,6.8,BS,1683336039
478,sajir,25.1825,44.5996,25.72,22,5,5.61,SA,1683336039
479,arias,-33.6441,-62.4027,15.87,59,100,3.23,AR,1683336039
480,nar'yan-mar,67.6713,53.087,-5.45,95,94,3.35,RU,1683335713
481,barahan,13.0121,120.762,29.68,65,91,1.39,PH,1683336040
482,qamdo,31.1667,97.2333,2.79,52,39,2.97,CN,1683336040
483,nemuro,43.3236,145.575,3.18,95,100,8.36,JP,1683335740
484,nassau,40.7507,-73.5829,13.14,75,100,3.6,US,1683336040
485,rio grande,-32.035,-52.0986,19.72,97,100,4.27,BR,1683335733
486,mizdah,31.4451,12.9801,14.6,63,0,1.85,LY,1683336041
487,hami,42.8,93.45,11.77,28,100,3.23,CN,1683336041
488,faya-largeau,17.9257,19.1043,29.24,14,0,5.64,TD,1683335757
489,pemba,-12.974,40.5178,23.39,94,75,2.06,MZ,1683336042
490,sarina,-21.4333,149.2167,26.82,66,96,5.07,AU,1683336042
491,labytnangi,66.6572,66.4183,-4.27,85,5,3.52,RU,1683335794
492,solnechnyy,50.7214,136.6319,9.62,38,98,2.75,RU,1683336043
493,balikpapan,-1.2675,116.8289,26.55,94,99,1.03,ID,1683336043
494,antofagasta,-23.65,-70.4,13.6,78,2,0.83,CL,1683335567
495,prince rupert,54.3161,-130.3201,8.05,93,100,0.0,CA,1683335525
496,starkville,33.4504,-88.8184,18.15,82,100,2.57,US,1683336044
497,port hedland,-20.3167,118.5667,29.03,21,100,8.23,AU,1683335963
498,kostanay,53.1667,63.5833,5.16,70,0,1.0,KZ,1683336044
499,itoman,26.1247,127.6694,27.43,78,75,9.77,JP,1683335802
500,marabba,12.35,32.1833,30.53,34,12,3.87,SD,1683336045
501,gadzhiyevo,69.2551,33.3362,-2.62,93,100,3.51,RU,1683335805
502,taybad,34.74,60.7756,9.11,73,0,2.85,IR,1683336045
503,ovalle,-30.5983,-71.2003,17.17,59,100,2.22,CL,1683335991
504,tommot,58.9564,126.2925,6.37,80,99,4.2,RU,1683336046
505,sinabang,2.4803,96.3801,27.08,80,98,1.83,ID,1683335743
506,moyale,3.5167,39.0584,19.72,77,88,1.21,KE,1683336046
507,atar,20.5169,-13.0499,27.68,18,100,4.03,MR,1683336046
508,tofol,5.3248,163.0078,31.88,70,75,6.69,FM,1683335783
509,noumea,-22.2763,166.4572,27.99,99,90,4.54,NC,1683335987
510,zouerate,22.7187,-12.4521,24.45,26,100,6.7,MR,1683336047
511,webuye,0.6075,34.7697,15.06,90,3,2.31,KE,1683335767
512,happy valley-goose bay,53.3168,-60.3315,1.45,73,79,3.92,CA,1683335711
513,phan thiet,10.9333,108.1,29.6,70,63,2.55,VN,1683335786
514,holbrook,40.8123,-73.0784,12.56,83,75,3.09,US,1683335878
515,mil'kovo,55.6078,37.7956,-0.73,63,0,3.54,RU,1683336049
516,boende,-0.2167,20.8667,22.0,98,74,1.02,CD,1683336049
517,kavalerovo,44.2661,135.0572,14.32,30,95,4.13,RU,1683336049
518,akhmim,26.5622,31.745,22.59,27,0,5.31,EG,1683336049
519,hobyo,5.3505,48.5268,27.89,81,100,9.56,SO,1683336050
520,al fahahil,29.0825,48.1303,26.2,26,0,4.71,KW,1683336050
521,palikir - national government center,6.9248,158.1611,30.47,79,100,5.14,FM,1683335751
522,yorkton,51.2167,-102.4677,13.91,41,40,6.69,CA,1683336051
523,san pablo huixtepec,16.8333,-96.7667,28.29,28,75,6.17,MX,1683336051
524,noosa heads,-26.3833,153.15,24.5,65,0,3.41,AU,1683335769
525,darwin,-12.4611,130.8418,30.5,70,0,3.09,AU,1683335812
526,hanceville,34.0607,-86.7675,16.95,96,100,4.02,US,1683336052
527,sarmiento,-45.5882,-69.07,13.25,64,98,3.91,AR,1683336052
528,konstantinovka,49.6167,127.9833,13.04,34,9,5.75,RU,1683336052
529,bandipura,34.4167,74.65,10.94,78,100,1.8,IN,1683336053
530,la'ie,21.6477,-157.9253,28.98,74,2,2.68,US,1683336053
531,inhambane,-23.865,35.3833,21.24,83,2,1.7,MZ,1683335787
532,saint-gilles-croix-de-vie,46.6833,-1.9333,11.55,89,100,4.17,FR,1683336053
533,walvis bay,-22.9575,14.5053,13.94,85,100,2.82,NA,1683335746
534,sisimiut,66.9395,-53.6735,-0.85,85,100,0.55,GL,1683335805
535,zinder,13.8072,8.9881,28.5,14,7,2.79,NE,1683336054
536,pointe michel,15.25,-61.3833,26.95,75,94,5.43,DM,1683336054
537,ermoupolis,37.4423,24.9425,16.39,72,91,12.35,GR,1683336055
538,margarita belen,-27.2616,-58.9722,17.25,98,100,1.3,AR,1683336055
539,cannonvale,-20.2833,148.7,25.66,62,100,6.61,AU,1683336055
540,yarmouth,41.7057,-70.2286,8.9,80,0,2.24,US,1683335800
541,ulsteinvik,62.3432,5.8487,6.53,55,100,3.13,NO,1683335756
542,kotabumi,-4.8333,104.9,26.57,83,94,2.29,ID,1683336056
543,port-gentil,-0.7193,8.7815,27.33,81,100,4.1,GA,1683336056
544,iskateley,67.6803,53.1512,-5.51,95,94,3.35,RU,1683335726
545,eket,4.6412,7.9209,25.63,85,100,2.55,NG,1683336057
546,pacific grove,36.6177,-121.9166,14.66,79,75,5.14,US,1683336057
547,conceicao da barra,-18.5933,-39.7322,23.09,84,39,2.43,BR,1683335884
548,kavieng,-2.5744,150.7967,29.44,69,99,4.44,PG,1683335812
549,serang,-6.1149,106.1502,27.55,77,97,1.5,ID,1683336058
550,agat village,13.3886,144.6585,31.52,73,40,6.69,GU,1683335749
551,beledweyne,4.7358,45.2036,26.22,75,1,5.38,SO,1683336058
552,dauphin,51.1494,-100.0502,14.08,44,100,5.14,CA,1683335896
553,gotsucho,35.0,132.2167,19.72,84,100,8.77,JP,1683336059
554,mweka,-4.85,21.5667,20.07,99,39,0.82,CD,1683336059
555,princeville,45.7668,-61.2985,2.95,87,20,5.14,CA,1683335778
556,zuwarah,32.9312,12.082,17.8,68,0,2.77,LY,1683336059
557,altay,47.8667,88.1167,5.24,49,100,1.28,CN,1683336060
558,tolbazy,54.0241,55.8825,9.38,50,100,3.57,RU,1683336060
559,boden,65.8252,21.6886,-3.0,96,73,0.22,SE,1683336060
560,fuglafjordur,62.244,-6.814,7.26,96,100,10.85,FO,1683336060
561,strelka,58.0728,93.0344,8.82,94,100,3.87,RU,1683336061
562,sarupathar,26.1984,93.8094,23.08,87,0,1.34,IN,1683336061
563,arawa,-6.2132,155.5367,30.76,66,97,1.86,PG,1683336061
564,anton lizardo,19.05,-95.9833,28.45,91,100,4.63,MX,1683336062
565,sandnessjoen,66.0217,12.6316,-2.71,57,73,3.16,NO,1683335741
566,crane,31.3974,-102.3501,30.63,9,0,4.37,US,1683335754
567,christchurch,-43.5333,172.6333,20.74,60,100,2.06,NZ,1683336038
568,briare,47.6334,2.7438,11.48,92,96,1.53,FR,1683336063
569,el alto,-4.2714,-81.2147,24.81,77,67,6.44,PE,1683336063
570,hadibu,12.65,54.0333,28.25,78,100,3.09,YE,1683335748
571,new glasgow,45.5834,-62.6486,3.88,74,100,3.64,CA,1683336064
572,pama,11.2497,0.7075,31.01,39,49,1.34,BF,1683336064
573,paita,-5.0892,-81.1144,24.9,80,29,6.04,PE,1683336064
574,atlantis,-33.5667,18.4834,12.77,89,100,1.01,ZA,1683336065
575,raduzhny,62.0961,77.475,0.37,89,100,2.48,RU,1683335724
576,viborg,56.4532,9.402,5.0,62,100,7.91,DK,1683335735
577,dhidhdhoo,6.8833,73.1,28.87,72,100,6.23,MV,1683336065
578,barra de santo antonio,-9.4047,-35.5072,24.6,82,13,3.63,BR,1683336066
579,neryungri,56.6709,124.6491,3.27,86,78,2.37,RU,1683336066
580,kiruna,67.8557,20.2251,-7.49,86,90,2.06,SE,1683336066
581,bereznik,62.8551,42.7072,-1.67,82,100,3.77,RU,1683336067
582,kahama,-3.8333,32.6,17.14,96,14,1.59,TZ,1683336067
583,paragominas,-2.9667,-47.4833,22.72,96,55,1.53,BR,1683336067
584,saint-pierre,-21.3393,55.4781,22.82,73,20,2.57,RE,1683335724
585,metlili chaamba,32.2667,3.6333,27.52,12,0,2.57,DZ,1683336068
